253,Frederick,MD,5533 Urbana Pike,21704,301-624-1577,301-624-1578,Brenda Freeman,"M 9-11, Tu 9-10, W-Sa 9-11, Su 11-9,"
254,Ocoee,FL,9441 W. Colonial Drive,34761,407-532-2269,407-532-7593,Laurel Roberts,"Mon-Sat 9-11, Sun 9-9,"
255,Nashua,NH,281 Daniel Webster Hwy.,03060,603-888-9300,603-888-5866,Kathy Winans,"M-W 9-10, TH-SA 9-11, SU 9-9"
256,Atlanta,GA,3101 Cobb Parkway,30339,770-612-0940,770-612-0970,Fran Wallace,"M-Th 10-10, Fr-Sa 10-11, Su 9-9,"
257,Fairview Heights,IL,6601 N. Illinois,62208,618-397-6097,618-397-6284,Tracy Bowe,"Mon-Sat 9-11, Sun 10-9,"
259,Oviedo,FL,8285 Red Bug Lake Road,32765,407-977-3385,407-977-3238,Jeff Fike,"M-Th 10-10, Fr-Sa 10-11, Su 10-9,"
260,Costa Mesa,CA,1890 Newport Blvd.,92627,949-631-8661,949-631-8662,Kelly Heyl,"M-Th 10-10, Fr-Sa 10-11, Su 10-10,"
262,Woodbridge,VA,2904 Prince Williams Parkway,22192,703-897-8100,703-897-8200,Sondre Barnett,"M-Th 10-11, Fr-Sa 10-11, Su 10-9,"
264,Tulsa,OK,8015 S. Yale,74136,918-494-2665,918-494-2664,Scott Lankie,"M-Th 9-10, Fr-Sa 9-11, Su 10-9,"
265,Crystal Lake,IL,6000 Northwestern Highway,60014,815-455-0302,815-455-0370,Annette Derer,"M-Th 10-10, Fr-Sa 10-11, Su 10-9,"
266,Orange,CA,"20 City Boulevard, W.",92868,714-385-1025,714-385-9044,Rich Butchko,"M-Th 10-11, Fr-Sa 10-12 Su 10-10,"
267,St. Paul,MN,1390 W. University Avenue,55104,651-641-0026,651-641-0142,Christy Caranicas,"M-Th 10-10, Fr-Sa 9-11, Su 10-10,"
270,Syosset,NY,425 Jericho Turnpike,11791,516-496-3934,516-496-3921,Peggy Zieran,"Mon-Sat 10-11, Sun 10-9"
271,Rockford,IL,199 Deane Dr.,61107,815-399-2898,815-399-2098,Kevin Becker,"M-Th 10-10, Fr-Sa 9-11, Su 9-9,"
273,Grosse Pointe,MI,17141 Kercheval Avenue,48230,313-885-1188,313-885-5353,Sandra Newman,"Mon-Sat 10-10, Sun 10-9,"
274,Murray,UT,132 E. Winchester,84107,801-313-1020,801-313-1021,Cammie Kirkham,"Mon-Sat 10-10, Sun 10-7,"
276,Burlington,VT,29 Church Street,05401,802-865-2711,802-865-6211,Pat Pearsall,"Mon-Sat 9-11, Sun 9-9,"
277,Cincinnati,OH,432 Eastgate Boulevard,45245,513-943-0068,513-943-1622,Ray Atkinson,"M-Th 10-10, Fr-Sa 10-11, Su 10-8,"
278,Santa Fe,NM,"500 Montezuma, Suite 108",87501,505-954-4707,505-954-4722,David Sidebottem,"M-Th 9-10, Fr-Sa 9-11, Su 9-9,"
279,Orlando,FL,1051 W. Sand Lake Road,32809,407-826-8912,407-251-6643,Sandra Giffen,"M-Th 9-10, Fr-Sa 9-11, Su 9-9,"
280,Metarie,LA,3131 Veterans Memorial Blvd.,70002,504-835-1363,504-835-7922,James Wilson,"Mon-Sat 9-11, Sun 10-9,"
282,Chandler,AZ,870 N. 54th Street,85226,480-961-4915,480-961-5172,Damon Moss,"M-Th 10-10, Fr-Sa 10-11, Su 10-9,"
284,Chicago,IL,2210 W. 95th Street,60643,773-445-5471,773-429-9769,Robbie Delson,"Mon-Sat 9-11, Sun 9-9,"
285,Washington DC,DC,"5333 Wisconsin Avenue,NW",20015,202-686-8270,202-686-7104,Lauren Conley,"M-Th 10-10, Fr-Sa 10-11, Su 10-9,"
286,Solon,OH,"6025 Kruse Drive,  Suite 159",44139,440-542-9480,440-542-9485,David Pildner,"M-Th 9-10, Fr-Sa 9-11, Su 9-9,"
287,Eugene,OR,5 Oakway Center,97401,541-345-6072,541-345-6156,James Scolastico,"M-F 10-10, Sat 9-10, Sun 9-9,"
288,City of Industry,CA,1600 S. Azusa Avenue,91748,626-913-9344,626-913-1150,Paula Cline,"M-Th 10-11, Fr-Sa 10-12 Su 10-11,"
289,Manassas,VA,11270 Bulloch Dr.,20109,703-368-9824,703-368-3465,Nicole Nedela,"M-Th 10-10, Fr-Sa 10-11, Su 10-9,"
290,Marietta,GA,4475 Roswell Rd. - Ave. E. Cobb,30062,770-565-0947,770-565-0948,Michael Streetman,"Mon-Sat 9-11, Sun 9-9,"
292,Davenport,IA,4000 East 53rd Street,52807,563-359-7830,563-359-7831,Kit Whan,"Mon-Sat 9-11, Sun 9-9,"
293,Raleigh,NC,8825 N. Six Forks Rd.,27615,919-845-1154,919-845-2650,Kevin O'Brien,"M-Tu 9-10, W-Sa 9-11, Su 10-9,"
294,Northridge,CA,9301 Tampa Avenue,91324,818-886-5443,818-886-5424,Ken McCullagh,"M-Th 10-11, Fr-Sa 10-11 Su 10-10,"
295,Augusta,GA,"257 Robert C. Daniel, Jr. Parkway",30909,706-737-6962,706-737-6963,Sally Wilson,"M-Th 10-10, Fr-Sa 9-11, Su 9-9,"
296,Reno,NV,4995 South Virgina Street,89502,775-448-9999,775-448-9998,Ronda Baichtal,"Mon-Sat 9-11, Sun 9-10,"
297,Valencia,CA,24445 Town Center Dr.,91355,661-286-1131,661-286-1155,Irene Ochoa,"M-SA, 10-11 SU 10-10,"
298,Austell,GA,1605 East-West Connector Road,30106,770-941-8740,770-941-8741,Tracy Wisenburg,"M-Th 10-10, Fr 10-11, Sa 9-11, Su 9-9,"
299,Canoga Park,CA,6510 Canoga Ave.,91303,818-887-1999,818-887-3311,Marjorie Warren,"Mon-Sat 10-11, Sun 10-10,"
300,Winter Park,FL,600 North Orlando Ave,32789,407-647-3300,407-647-6923,Jo Sandon,"Mon-Sat 9-11, Sun 9-9,"
301,Federal Way,WA,1824 South 320th Street,98003,253-946-5877,253-946-5950,Jon Cork,"Mon-Sat 10-10, Sun 10-9,"
303,Ann Arbor,MI,3527 Washtenaw Ave.,48104,734-677-6948,734-677-6949,Christie Hickcox,"Mon-Sat 9-11, Sun 9-9,"
335,Visalia,CA,3405 S. Mooney Blvd.,93291,559-733-2525,559-733-2626,Patricia Dodd,"Mon-Sat 9-11, Sun 9-9,"
336,Fox Point,WI,8705 N. Port Washington,53217,414-540-1427,414-540-1454,Kim Kincaid,"M-Th 10-10, Fr-Sa 10-11, Su 10-9,"
337,Auburn Hills,MI,3924 Baldwin Rd.,48326,248-335-5013,248-335-5089,Todd Allen,"M-Th 10-10, Fr-Sa 10-11, Su 10-9,"
338,Winston-Salem,NC,252 S. Stratford Rd.,27103,336-727-8834,336-727-1417,Joe Champion,"Mon-Sat 8-11, Sun 9-10,"
340,Concord,NH,76 Fort Eddy Road,03301,603-224-1255,603-224-1357,Paul Wenzel,"Mon-Sat 9-11, Sun 10-8,"
342,Phoenix,AZ,4555 East Cactus Rd,85032,602-953-9699,602-953-9731,Cathy Greenbaum,"M-Th 10-10, Fr-Sa 10-11, Su 10-9,"
344,Tallahassee,FL,1302 Apalachee Parkway,32301,850-402-9863,850-878-2593,Scott Ringer,"Mon-Sat 9-11, Sun 9-9"
345,Whitehall,PA,1937 Whitehall Mall,18052,610-432-5520,610-432-5521,Heidi Klein,"Mon-Sat 9-11, Sun 9-9,"
346,Santa Rosa,CA,2825 Santa Rosa Avenue,95407,707-569-0991,707-569-0994,Nicholas Long,"M-Th 9-10, Fr-Sa 9-11, Su 9-9,"
347,Cincinnati,OH,9459 Colerain Ave.,45251,513-245-9898,513-245-9994,Mark Davis,"M-Th 10-10, Fr-Sa 10-11, Su 10-8,"
348,Troy,MI,460 W. 14 Mile Rd.,48083,248-585-6029,248-585-6054,Greg Holmes,"M-Th 10-9, Fr-Sa 10-10, Su 10-7,"
349,Sterling,VA,21031 Triple Seven Rd. Suite 100,20165,703-430-4675,703-430-5985,Megan Stilinovic,"Mon-Sat 9-11, Sun 9-9,"
351,Pleasant Hill,CA,120 Crescent Drive,94523,925-686-4835,925-686-4162,Pam Chadwick,"Mon-Sat 9-11, Sun 9-10,"
354,Hollywood,CA,1501 Vine Street,90028,323-463-8519,323-466-0623,Holly Peters,"M-TH 10-11, F-SA 10-Midnight, SU 10-10"
355,Gainesville,FL,6837 Newberry Road,32605,352-331-2722,352-331-8376,Pam Jones,"M-Th 10-10, Fr-Sa 10-11, Su 10-9,"
356,Hato Rey,PR,"First Level Plaza Las Americas, 525 F. D. Roosevelt",00918,787-777-0916,787-777-0903,Diana Hernandez GM (B0356),"Mon-Sat 9-9, Sun 11-5"
357,Modesto,CA,3900 Sisk Rd,95356,209-543-6095,209-543-6096,Rachel Hyden,"Mon-Sat 9-11, Sun 9-9,"
358,Mentor,OH,9565 Mentor Avenue,44060,440-350-8168,440-350-8182,Tom Polakowski,"M-Th 9-10, Fr-Sa 9-11, Su 9-9,"
359,Sherman Oaks,CA,14651 Ventura Blvd.,91403,818-728-6593,818-728-6594,Robert Aguayo,"Mon-Sat 10-11, Sun 10-10,"
360,Buford,GA,1705 Mall of Georgia Blvd - Suite 200,30519,678-482-0872,678-482-8266,Joan Dudzinski,"M-Th 10-10, Fr 10-11, Sa 9-11, Su 9-9,"
361,Northglenn,CO,241 W 104th St,80234,303-920-1594,303-920-1724,Ryan Bergenthal,"Mon-Sat 10-10, Sun 10-9,"
362,San Diego,CA,668 6th Avenue,92101,619-702-4200,619-702-4201,Christian Calle,"M-TH 10-11, F-SA 10-Midnight, SU 11-10"
363,Mt. Prospect,IL,909 North Elmhurst Rd,60056,847-342-6421,847-342-6905,Nora Whitlock,"M-Th 10-10, Fr-Sa 10-11, Su 10-9,"
364,Victor,NY,30 Square Drive,14564,585-421-9230,585-421-9240,Greg Rumley,"M-Th 10-10, Fr-Sa 10-11, Su 11-8,"
365,Raleigh,NC,404-101 East Six Forks Rd,27609,919-755-9424,919-755-9484,Kristin Catel,"M-Th 10-10, Fr 10-11, Sa 9-11, Su 9-9,"
367,Austin,TX,4477 S. Lamar,78745,512-891-8974,512-891-8975,David Berkman,"Mon-Sat 10-11, Sun 10-9,"
368,Warren,OH,2102 Niles-Cortland Rd. SE,44484,330-544-1761,330-544-2224,Billy Griffith,"M-Th 9-10, Fr-Sa 9-11, Su 9-9,"
369,Rapid City,SD,2130 N. Haines Avenue,57701,605-394-5334,605-394-8935,Tammy Barrows,"M-Th 9-10, Fr-Sa 9-11, Su 10-9,"
370,Barboursville,WV,"120 Huntington Mall, PO Box 4219",25504,304-736-6233,304-736-6243,Paul Goebel,"M-Th 10-10, Fr-Sa 10-11, Su 10-9,"
371,Indianapolis,IN,7565 U.S. 31 South,46227,317-859-2949,317-859-2943,Marcella McFarlin,"M-Th 9-10, Fr-Sa 9-11, Su 9-9,"
372,Hagerstown,MD,17636 Garland Groh Blvd,21742,301-745-5897,301-790-0647,Ed Mitchell,"M-F 10-10, Sa 9-11, Su 10-9,"
373,Olathe,KS,15350 West 119 St,66062,913-764-0336,913-764-2177,Rodney Ratzlaff,"Mon-Sat 9-11, Sun 9-9,"
374,Los Angeles,CA,"6081 Center Dr, Suite 118",90045,310-215-3720,310-215-9872,Patricia Laurance,"M-Th 10-10, Fr-Sa 10-11, Su 10-10,"
375,Littleton,CO,8501 West Bowles Ave,80123,303-933-6787,303-933-5269,Peter Mergendahl,"Mon-Sat 10-10, Sun 10-7,"
376,Douglasville,GA,6594 Douglas Blvd.,30135,770-577-9787,770-577-4898,David Beltz,"M-Th 10-10, Fr-Sa 10-11, Su 11-8"
377,Erie,PA,2088A Interchange Rd,16509,814-864-8937,814-864-1746,Linda Casella,"M-Th 10-10, Fr-Sa 10-11, Su 10-9,"
379,San Ramon,CA,120 Sunset Dr,94583,925-830-1190,925-830-0507,Diane Tillemans,"Mon-Sat 9-11, Sun 9-9"
380,Harrisburg,PA,"5125 Jonestown Road, Suite 465",17112,717-541-9727,717-541-9732,Dennis Simpson,"Mon-Sat 9-11, Sun 9-9,"
382,Providence,RI,142 Providence Place,02903,401-270-4801,401-207-4812,Michele Provost,"M-Th 9-9:30, Fr-Sa 9-11, Su 12-6,"
383,Atlanta,GA,"650 Ponce de Leon, Suite 500",30308,404-607-7903,404-607-8207,Kelly Williams,"Mon-Sat 9-11, Sun  9-10"
384,Germantown,MD,20926 Frederick Rd,20874,301-528-0862,301-528-6920,Ken Moir,"M-Th 10-10, Fr 10-11, Sa 9-11, Su 9-9,"
385,Cleveland Heights,OH,3466 Mayfield Rd,44118,216-291-8605,216-291-8655,Annie Holden,"Mon-Sat 9-11, Sun 9-9,"
386,Nashville,TN,2501 Westend,37203,615-327-9656,615-327-1340,Juan Jimenez,"M-Th 10-10, Fr 10-11, Sa 9-11, Su 9-9,"
387,Santa Cruz,CA,"1200 Pacific Ave, Suite 100",95060,831-466-9644,831-466-9648,Mike Jackson,"M-SA 9-11, SU 9-10"
388,Costa Mesa,CA,3333 Bear Street,92626,714-432-7854,714-432-7841,Terry Harville,"Mon-Sat 10-10, Sun 10-9,"
389,Saratoga Springs,NY,395 Broadway,12866,518-583-1200,518-583-2424,Rick Wallace,"M-Th 9-9, Fr-Sa 9-11, Su 9-9,"
390,Oak Park,IL,1144 Lake St,60301,708-386-6927,708-386-6941,Christine Zarzar,Mon-Sun 9-9
391,Brentwood,TN,330 Franklin Road,37027,615-221-8804,615-221-8805,Carol Dublin,"M-TH 9-9, F-SA 9-10, SU 10-8,"
392,Tucson,AZ,5870 E. Broadway Blvd,85711,520-584-0111,520-584-0110,Colleen O'Connor-Shupe,"Mon-Sat 9-11, Sun 9-9,"
393,West Palm Beach,FL,1801 Palm Beach Lakes Blvd,33401,561-689-4112,561-689-4334,Trevor Smith,"Mon-Sun 9-9,"
394,West Lebanon,NH,285 Plainfield Rd,03784,603-298-9963,603-298-9970,Linda Shirley,"M-Th 9-10, Fr-Sa 9-11, Su 9-9,"
395,Jensen Beach,FL,3066 NW Federal Hwy,34957,772-692-0667,775-692-8668,Sheridan Mickelson,"Mon-Sat 9-11, Sun 9-9,"
397,Gurnee,IL,6971 West Grand Ave,60031,847-249-1845,847-249-1470,Gerald Reynolds,"M-Th 10-10, Fr-Sa 10-11, Su 10-9,"
401,Folsom,CA,2765 E. Bidwell St,95630,916-984-5900,916-984-5912,Sophia Garman,"M-W 9-10, Th-Sa 9-11, Su 9-9,"
402,Yorba Linda,CA,22401 Old Canal Rd,92887,714-974-4743,714-974-7123,Michael Wetherholt,"M-Th 10-10, Fr-Sa 10-11, Su 10-10,"
404,Fremont,CA,"39210 Fremont Hub, Suite 211",94538,510-797-9799,510-797-9933,Anne Mixson,"Mon-Sun 9-11,"
406,Goleta,CA,7000 Marketplace Ave,93117,805-968-1370,805-968-8270,Rayshaun Grimes,"Mon-Sat 10-11, Sun 10-10,"
407,Boulder,CO,1600 Pearl Street,80302,720-565-8266,720-565-3054,Alison Zemanek,"M-Sa 10-10, Su 10-8"
408,St. Charles,IL,3539 E Main,60174,630-443-8160,630-443-8166,Helen Nakos,"M-Th 10-10, Fr-Sa 10-11, Su 10-9"
410,Naples,FL,"10600 Tamiami Trail North, Suite 600",34108,239-596-7199,239-596-7299,Christopher Reid,"M-SA 9-11, SU 9-9"
411,Kennesaw,GA,"605 Ernest W Barrett Parkway, Bldg 400",30144,678-581-1243,678-581-2384,Sean Wallace,"M-Th 10-10, Fr 10-11, Sa 9-11, Su 9-9,"
412,Washington,DC,"600 14th Street NW, Suite 100",20005,202-737-1385,202-737-1386,Shawn Brown,"M-Th 8-8, Fr 8-10, Sa 10-8, Su 10-6,"
413,Greeley,CO,2863 35th Ave,80634,970-506-9692,970-506-9693,Kimberly Manser,"Mon-Sat 10-10, Sun 10-9,"
414,Fort Worth,TX,4601 W. Freeway,76107,817-737-0444,817-737-0555,Jacquelyn Goodman,"Mon-Sat 9-11, Sun 10-9,"
415,Broomfield,CO,"1 West Flatiron Circle Village, Unit 332",80021,303-466-4044,303-466-7007,Helisa Levinthal,"M-TH 10-10, F-SA 10-11, SU 11-9,"
417,Puyallup,WA,3829 S. Meridian,98374,253-845-8751,253-845-8813,KJ Anderson,"M-Th 10-9, Fr-Sa 10-11, Su 10-9,"
418,Dallas,TX,"15757 Coit, Suite 310",75248,972-458-0400,972-386-0491,Nancy Gray,"M-Th 10-10, Fr-Sa 9-11, Su 10-9,"
419,Fairfield,CT,1499 Post Rd,06824,203-256-1619,203-256-1526,Heather Polk,"M-TH 9-10, F-SA 9-11, Sun 10-9,"
436,Gresham,OR,687 NW 12th St,97030,503-674-3917,503-674-3759,Andree Kelly,"M-Th 10-10, Fr-Sa 10-11, Su 10-9,"
438,Roseville,CA,"1173 Galleria Blvd, Suite P114",95678,916-788-1580,916-788-1588,Mark Ogburn,"M-Th 10-9, Fr-Sa 10-11, Su 10-7,"
439,Cambridge,MA,100 Cambridgeside Place,02141,617-679-0887,617-679-0883,Paul Gagne,"Mon-Sat 10-9:30, Sun 11-7,"
440,Virginia Beach,VA,1744 Laskin Road,23451,757-425-8031,757-425-8414,Bradley Mattocks,"Mon-Sat 9-11, Sun 9-9,"
441,Longmont,CO,1101 S. Hover Street,80501,303-684-6446,303-684-6473,Amy Pope,"Mon-Sat 9-10, Sun 9-9,"
442,Dickson City,PA,100 Viewmont Mall,18508,570-340-1044,570-340-1045,Mike Ashworth,"Mon-Sat 9-11, Sun 9-9,"
445,Kingston,MA,"101 Independence Mall Way, C113",02364,781-582-8100,781-582-8200,Jerry Longhi,"M-Th 10-9:30, Fr-Sa 10-10, Su 11-6,"
446,Glen Mills,PA,"965 Baltimore Pike, Suite B",19342,610-558-3787,610-558-2946,Grace Kahn,"M-Th 10-10, Fr-Sa 10-11, Su 10-9,"
447,Paramus,NJ,"240 Rt 17 North, Unit 5",07652,201-634-0110,201-634-0283,Robin Lubnow,"Mon-Sat 9-10, Closed on Sun"
448,Methuen,MA,"90 Pleasant Valley St, Unit 110",01844,978-689-1999,978-689-1919,Dan MacDonald,"M-Th 10-10, Fr-Sa 10-11, Su 10-9,"
451,Annapolis,MD,1115 Annapolis Mall,21401,410.571.0923,410-990-0785,Jackie Kelly,"Mon-Sat 9-11, Sun 9-9,"
452,Silver Springs,MD,8518 Fenton Street,20910,301-585-0550,301-585-4774,Abby Kern,
453,Corvallis,OR,"777 NW Nineth Street, Suite 300",97330,541-738-0580,541-738-0536,Tricia Berry,"M-Th 9-10, Fr-Sa 9-11, Su 9-9,"
454,Athens,GA,"196 Alps Rd, Suite 50",30606,706-583-8647,706-583-8648,Vicki Johnson,"M-SA 9-11, SU 9-10,"
455,Camp Hill,PA,3515 Gettysburg Road,17011,717-975-2132,717-975-2854,Steve Baker,"M-Th 10-10, Fr 10-11, Sa 9-11, Su 9-9,"
460,Tempe,AZ,"699 South Mill Ave., Suite 119",85281,480-921-8659,480-921-8631,Mark Panza,"M-SA 9-11, SU 9-9"
461,Mt. Laurel,NJ,4010 Dearborn Circle,08054,856-866-9090,856-866-1052,Chris Croson,"Mon-Thurs 10-11, Fri/Sat 9-11, Sun 9-9,"
463,Rancho Mirage,CA,"71800 Highway 111, Suite B119",92270,760-779-1314,760-779-1952,James Davis,"M-Th 10-11, Fr-Sa 10-12 Su 10-11,"
464,Lee's Summit,MO,1664 N.W. Chipman Road,64081,816-347-0044,816-347-1631,Jody Wightman,"Mon-Sat 9-11, Sun 9-9,"
467,Greendale,WI,5250 S. 76th Street,53129,414-282-0882,414-282-0884,Todd Smith,"M-Th 9-10, Fr-Sa 9-11, Su 9-9,"
470,El Cajon,CA,159 Fletcher Parkway,92020,(619) 593-5119,(619) 593-5131,Beth Cosler,"M-Th 10-10, Fr-Sa 10-11, Su 10-10,"
472,Flowood,MS,100 Dogwood Blvd.,39232,601-919-0462,601-919-0587,David Glover,"Mon-Sat 9-11, Sun 9-9,"
475,Scarsdale,NY,680 White Plains Road,10583,914-725-4637,914-725-7224,Catherine Landau,"M-Th 9-10, Fr-Sa 9-11, Su 10-9,"
476,Selma,TX,8340 Agora Pkwy,78154,210-658-0808,210-658-0119,Stephanie Calderon,"Mon-Sat 9-11, Sun 10-9,"
479,Ramsey,NJ,235 Interstate Shopping Center,07446,201-760-1967,201-760-1938,Pat Holland,"Mon-Sat 9-11,Sun 10-9"
480,Bolingbrook,IL,161 N. Webber,60490,630-771-9560,630-771-9593,Maria Kozi-O'Donnell,"Mon-Sat 9-11, Sun 9-9,"
481,Aurora,CO,6606 South Parker Road,80016,303-680-4023,303-680-4028,Beth Ann Goodwill,"M-Th 9-10, Fr-Sa 9-11, Su 9-10,"
482,Carolina,PR,5891 Plaza Escorial,00987,787-701-6200,787-701-6326,Anthony Clementi,"M-SA 9-11, SU 11-9"
483,Norridge,IL,7100 W. Forest Preserve Drive,60706,708-457-2111,708-457-2144,Abigail Walters,"Mon-Sat 9-11, Sun 9-9,"
485,Oxnard,CA,241 W. Esplanade Drive,93030,805-988-6886,805-988-1210,Robert Radford,"Mon-Sat 10-11, Sun 10-10,"
486,Wichita,KS,"2441 N. Maize Road, Suite 401",67205,316-729-6665,316-729-6629,Greg Schmidt,"M-TH 9-10, F-SA 9-11, SU 9-9"
487,King of Prussia,PA,650  Mall Blvd.,19406,610-337-9009,610-337-7256,Deborah Frank,"Mon-Sat 10-9:30, Sun 11-6,"
488,Indianapolis,IN,"11 S. Meridian Street, Suite 110",46204,317-972-8595,317-972-8597,Tim Culbertson,"M-Th 8-10, Fr-Sa 10-11, Su 10-8,"
489,Eatontown,NJ,135 Highway 35,07724,732-542-1785,732-542-2823,Rebecca Goodman,"Mon-Sat 9-11, Sun 9-9,"
490,Chapel Hill,NC,1807 Fordham Blvd.,27514,919-929-8332,919-929-4163,Brandon Jaynes,"M-SA 9-11, SU 9-10,"
491,San Jose,CA,"356 Santana Row, Suite 1030",95128,408-241-9100,408-241-9105,Ken Alpen,
492,St. Peters,MO,1320 Mid Rivers Mall,63376,636-278-5000,636-278-5001,Brendan Cody,"M-TH 9-10, F-SA 9-11, SU 11-8"
493,Brandon,FL,2020 Town Center Blvd.,33511,813-661-5734,813-661-5936,Darcy Taylor,"M-TH 10-11, F-SA 9-11, SU 10-10"
494,Minneapolis,MN,600 Hennepin Avenue,55402,612-339-4859,612-339-3198,Matt Seedorf,"M-TH 10-11, F-SA 10-midnight, SU 12-6"
495,LaGrange,IL,1 N. La Grange Road,60525,708-579-9660,708-579-9110,Siobhan Conroy,"M-TH 9-10, F-SA 9-11, SU 9-9"
496,Lithonia,GA,"8000 Mall Parkway, Suite 2460",30038,678-526-2550,678-526-2517,Angie Short,"Mon-Sun 9-11,"
497,Chino,CA,3833 Grand Avenue,91710,909-548-3604,909-548-3605,Brent Siddons,"Mon-Sat 9-11, Sun 9-9,"
498,DeKalb,IL,2520 Sycamore Road,60115,815-758-8771,815-758-8775,Julie Morsch,"Mon-Sat 9-11, Sun 9-9,"
500,Colorado Springs,CO,2120 Southgate Road,80906,719-632-6611,719-632-6622,Stephanie Daigle,"M-TH 9-10, F-SA 9-11, SU 9-9"
503,McHenry,IL,2221 Richmond Road,60050,815-578-9330,815-578-9376,Stephen Jurczyk,"M-TH 9-10, F-SA 9-11, SU 10-9"
504,Carmel,IN,2381 Pointe Parkway,46032,317-843-0450,317-843-0455,Marty Beck,"M-TH 9-10, F & SA  9-11, SU 9-9,"
506,Highland Park,IL,595 Central Avenue,60035,847-433-9130,847-433-9135,Manuela Keenan,"M-TH 10-10, F 10-11, S 9-11, S 10-9"
507,Ithaca,NY,40 Catherwood Road,14850,607-257-0444,607-257-3003,Rebecca Elliot,"M-TH 10-10, F-SA 10-11, SU 10-9"
508,Evansville,IN,"6401 E. Lloyds Expressway, Suite 1",47715,812-402-9300,812-402-9301,Mark Hancock,"M-TH 10-10, F-SA 10-11, SU 10-9"
512,Bakersfield,CA,4980 Stockdale Highway,93309,661-328-9800,661-328-9802,Jana Miller,
513,Union Gap,WA,1700 East Washington Aveune,98903,509-248-4018,509-248-4019,Kim Bray,"M-TH 9-9, F-SA 9-11, SU 10-9"
514,Plattsburgh,NY,"60 Smithfield Blvd., Suite 103",12901,518-566-7006,518-566-7009,Jim Verrill,"M-TH 9:30-10, 9:30-11, 9:30-9"
515,Watertown,NY,"21182 Salmon Run Loop West, Ste 118",13601,315-779-0006,315-779-0003,Tammy Old,"M-TH 9-10, F-SA 9-11, SU 9-9"
516,Normal,IL,200 A North Greenbriar Drive,61761,309-888-4246,309-888-4237,Tami Whiteaker,
518,West Lafayette,IN,348 E. State Street,47906,765-743-7775,765-743-7776,Steve Bucklin,"SU-TH 9-10, F-SA 9-11"
519,San Francisco,CA,200 King Street,94107,415-357-9931,415-357-9783,Kitty Clark,
520,Carlsbad,CA,"1905 Calle Barcelona, Suite 120",92009,760-479-0242,760-479-2354,Katie Briggs,"M-Th 9-10, F-SA 9-11, SU 10-10"
521,Rancho Santa Margarita,CA,22372 El Paseo,92688,949-635-2800,949-635-2805,Darrel Shirk,"M-TH 10-9, F-SA 9-10, SU  10-9"
522,Lakewood,CO,"14500  W. Colfax Ave, Suite 145",80401,303-277-9101,303-277-9103,Kevin Kihn,"M-TH 10-9:30, F-SA 10-10, SU 10-8"
523,Rolling Hills Estates,CA,"550 Deep Valley Drive, Suite 261",90274,310-544-4678,310-544-4246,Peter Ledesma,"M-TH 10-10, F-SA 10-11,  SU 10-9"
524,Waterford,CT,915 Hartford Turnpike Space C4,06385,860-442-3366,860-442-3377,Deborah Woolbert,"M-SA 9-11, SU 10-9"
527,La Habra,CA,1310 S. Beach Blvd.,90631,562-691-8969,562-691-8020,Sandra Kang,"TH 10-10, F-SA 9-Midnight, SU 9-10"
529,Springfield,MO,3300 S. Glenstone Avenue,65804,417-881-4111,417-881-4220,Scott McDaniel,"M-TH 9-10, F-SA 9-11, SU 10-9"
530,Wilton,CT,14 Danbury Road (Gateway Center),06897,203-834-0600,203-834-0337,Eileen Leheny,"M-TH 9-10, F-SA 9-11,  SU 10-9"
531,Coon Rapids,MN,3577 River Rapids Drive NW,55448,763-755-7550,763-755-7558,Steven Neilson,"M-SA 9-10, SU 10-7"
532,Spokane,WA,9980 Newport Road,99218,509-466-2231,509-466-2241,Jennie Groshong,"M-TH 10-9, F-SA 9-11, SU 10-9"
533,Atlanta,GA,"1745 Peach Tree Street NE, Suite A",30309,404-810-9004,404-810-9030,Charlotte Jackson,"M-SA 10-11, SU 10-9"
534,Las Vegas,NV,10950 W. Charleston Blvd.,89135,702-382-6101,702-382-1585,Dean Austin,M-SU 9-11
536,Franklin,TN,"545 Cool Springs Blvd, Suite 190",37067,615-771-2870,615-771-2923,Karen Karel,"M-TH 9-10, F-SA 9-11, SU 11-8"
537,San Luis Obispo,CA,243 Madonna Road,93405,805-544-8222,805-544-8250,Lincoln Krautkraemer,"M-SA 10-10, SU 10-9"
538,Scottsdale,AZ,7000 E. Mayo Blvd. Suite 1050,85054,480-513-8848,480-515-2345,Douglas DeWeese,"M-SA 9-11, SU 9-9"
539,Clarksville,TN,2801 Wilma Rudolph Blvd,37040,931-906-7049,931-906-7936,Mattie Ingram,"M-F 9-9, F-SA 9-10, SU 11-7"
541,Mesquite,TX,2709 N.Mesquite Drive,75150,972-279-5203,972-279-5216,Jordan Lopez,"M-TH 10-10, F-SA 9-11, SU 10-9"
542,Largo,MD,931 Capital Centre Blvd.,20774,301-499-2173,301-499-2174,Denielle Johnson,"M-TH 9-10, F-SA 9-11, SU 9-9"
543,Milwaukee,WI,101 West Wisconsin Avenue,53203,414-225-9977,414-225-9978,Kelly Edmonds,"M-SA 8-9, SU 10-8"
544,Santa Fe,NM,3513 Zafarano Drive,87507,505-474-9450,505-474-9455,Derek Buschman,"M-TH 9-10, F-SA 9-11, SU 9-9"
